ALIAS	n_DNA	n_LTR	n_SINE	n_LINE	species	freshwater	brackwater	saltwater	brood1	brood2	latin	DNA	LINEs	LTR	SINEs	Simple	Total	TEs	Common_name	FAMILY	DNA_frac	LINEs_frac	SINEs_frac	LTR_frac	bp	contig_bp	n50_contig	n50_scaffold	longest_scaffold	num_strs_unit20	mean_length_unit20	mean_length_sd_unit20	strs_bp_per_mbp_unit20	strs_corr_bp_per_mbp_unit20	strs_per_mbp_unit20	busco_complete_single	busco_complete_dup	busco_fragmented	busco_missing	snps	mnps	indels	complex	in_60	coverage	cegma_complete	cegma_partial	ca_coverage	snps_per_kbp	num_genes	strs_corr_bp_per_mbp_cds_unit20	num_strs_unit10	mean_length_unit10	mean_length_sd_unit10	strs_bp_per_mbp_unit10	strs_corr_bp_per_mbp_unit10	strs_per_mbp_unit10	strs_corr_bp_per_mbp_cds_unit10	indels_per_kbp	num_kogs	num_introns	mean_intron_size	std_intron_size	num_strs_filter_unit20	mean_length_filter_unit20	mean_length_sd_filter_unit20	strs_bp_per_mbp_filter_unit20	strs_corr_bp_per_mbp_filter_unit20	strs_per_mbp_filter_unit20	num_strs_unit10_1	mean_length_unit10_1	mean_length_sd_unit10_1	strs_bp_per_mbp_unit10_1	strs_corr_bp_per_mbp_unit10_1	strs_per_mbp_unit10_1	num_strs_unit10_2	mean_length_unit10_2	mean_length_sd_unit10_2	strs_bp_per_mbp_unit10_2	strs_corr_bp_per_mbp_unit10_2	strs_per_mbp_unit10_2	num_strs_unit10_3	mean_length_unit10_3	mean_length_sd_unit10_3	strs_bp_per_mbp_unit10_3	strs_corr_bp_per_mbp_unit10_3	strs_per_mbp_unit10_3	num_strs_unit10_4	mean_length_unit10_4	mean_length_sd_unit10_4	strs_bp_per_mbp_unit10_4	strs_corr_bp_per_mbp_unit10_4	strs_per_mbp_unit10_4	num_strs_unit10_5	mean_length_unit10_5	mean_length_sd_unit10_5	strs_bp_per_mbp_unit10_5	strs_corr_bp_per_mbp_unit10_5	strs_per_mbp_unit10_5	num_strs_unit10_6	mean_length_unit10_6	mean_length_sd_unit10_6	strs_bp_per_mbp_unit10_6	strs_corr_bp_per_mbp_unit10_6	strs_per_mbp_unit10_6	num_strs_unit10_7	mean_length_unit10_7	mean_length_sd_unit10_7	strs_bp_per_mbp_unit10_7	strs_corr_bp_per_mbp_unit10_7	strs_per_mbp_unit10_7	num_strs_unit10_8	mean_length_unit10_8	mean_length_sd_unit10_8	strs_bp_per_mbp_unit10_8	strs_corr_bp_per_mbp_unit10_8	strs_per_mbp_unit10_8	num_strs_unit10_9	mean_length_unit10_9	mean_length_sd_unit10_9	strs_bp_per_mbp_unit10_9	strs_corr_bp_per_mbp_unit10_9	strs_per_mbp_unit10_9	num_strs_unit10_10	mean_length_unit10_10	mean_length_sd_unit10_10	strs_bp_per_mbp_unit10_10	strs_corr_bp_per_mbp_unit10_10	strs_per_mbp_unit10_10	preqc_genome_size	strs_perc	scaled_bp	sum_strs_per_mbp_unit10	prop_class	log_strs	brood1_cat	brood1_cat2	brood1_bin	water	water_bin	w_b	bg_salt	ng_salt	ng_fresh	bg_fresh	nTEs	nTEs_density
fish_111	179555	166740	85173	52874	Lepisosteus oculatus	1	1	0	nonguarders	open water/substratum egg scatterers	Lepisosteus_oculatus	4.68	4.78	1.48	2.16	0.58	19.84	13.100000000000001	Spotted_gar	Lepisosteidae	0.3572519083969465	0.3648854961832061	0.1648854961832061	0.1129770992366412	945878036	869417847	68337	50348508	73198282	134932	27.21	28.27	3817.46	4153.19	142.785	3458	86	105	135	0	0	0	0	0	0.0	212	227	0.0	0.0	18413	3658.22	114926	24.89	20.79	2994.01	3257.31	121.615	2916.52	0.0	420	3708	800.7339999999999	692.668	134932	27.21	28.27	3817.46	4153.19	142.785	12505	14.94	3.49	197.5	214.87	13.2328	20431	20.79	18.65	449.02	488.51	21.6201	30026	27.26	14.17	862.5	938.36	31.7735	5605	24.49	16.02	144.87	157.61	5.93122	8755	23.25	20.78	214.81	233.7	9.26455	9053	27.19	23.6	259.41	282.23	9.579889999999999	7683	27.42	20.52	222.3	241.85	8.13016	6742	29.56	26.67	209.67	228.11	7.13439	6407	28.14	22.23	190.13	206.85	6.779889999999999	7719	32.82	40.0	264.19	287.43	8.16825	0	0.29940100000000003	1.0369378013316826	3014.4	0.6602822580645162	3.476253246553983	ng	ng	0.0	fresh	1.0	nan	0	0	1	0	484342	512.0554464381283
fish_112	211254	98655	17515	39572	Oryzias latipes	1	1	0	bearers	external brooders	Oryzias_latipes	7.45	4.43	1.87	0.36	0.73	28.0	14.11	Medaka	Adrianichthyidae	0.5279943302622254	0.31396172927002125	0.025513819985825657	0.13253012048192772	869000216	700386597	9628	29908082	39973033	215570	36.47	89.16	8789.6	10905.6	248.067	3584	49	74	40	0	0	0	0	0	0.0	227	235	0.0	0.0	24286	5927.21	190422	26.96	43.35	5837.19	7242.45	219.128	2805.9	0.0	0	0	0.0	0.0	215570	36.47	89.16	8789.6	10905.6	248.067	64182	16.23	3.89	1199.04	1487.7	73.8573	32384	25.83	18.05	961.88	1193.45	37.2658	20944	23.85	30.84	574.19	712.42	24.1013	26611	45.59	59.79	1389.82	1724.42	30.6226	15862	26.56	30.85	483.0	599.28	18.2532	6884	26.01	24.76	205.74	255.27	7.92175	4815	24.59	25.03	136.22	169.01	5.54085	5015	37.61	81.43	215.11	266.9	5.771	6365	34.67	63.75	249.22	309.22	7.324510000000001	7360	56.43	130.63	461.51	572.62	8.469510000000001	0	0.583719	0.7804740029649281	5875.7300000000005	0.5039285714285714	3.76620382978585	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	366996	422.31980296768995
fish_113	46255	33150	5725	21045	Takifugu rubripes	1	1	1	nonguarders	open water/substratum egg scatterers	Takifugu_rubripes	2.3	3.26	1.57	0.22	1.88	8.56	7.35	Japanese_puffer	Tetraodontidae	0.3129251700680272	0.44353741496598637	0.02993197278911565	0.21360544217687077	393312790	351212245	49263	858115	7245445	202751	47.39	81.59	23438.2	26247.8	515.906	3629	76	47	22	0	0	0	0	0	0.0	227	234	0.0	0.0	22963	7940.78	181766	40.06	61.74	18010.9	20169.9	462.509	4941.27	0.0	436	3839	288.67400000000004	334.608	202751	47.39	81.59	23438.2	26247.8	515.906	32148	16.07	3.57	1313.22	1470.63	81.8015	78292	37.15	28.67	7388.41	8274.07	199.21599999999998	16691	39.06	80.4	1654.32	1852.63	42.4707	18396	56.92	76.89	2621.49	2935.74	46.8092	8925	50.96	59.72	1145.15	1282.42	22.7099	9188	52.84	87.16	1219.14	1365.28	23.3791	2859	42.52	74.72	304.67	341.2	7.27481	4037	57.47	99.06	582.38	652.2	10.2723	4275	63.66	126.86	664.52	744.18	10.8779	6955	84.95	142.29	1437.54	1609.86	17.6972	0	1.80109	-0.8064154809884996	18330.839999999997	0.858644859813084	4.255535414944344	ng	ng	0.0	nan	nan	nan	0	0	0	0	106175	269.9505398743835
fish_114	305051	154163	40413	27727	Amphilophus citrinellus	1	0	0	guarders	nesters	Amphilophus_citrinellus	10.3	6.16	1.14	0.83	1.63	26.03	18.43	Midas_cichlid	Cichlidae	0.5588714053174173	0.33423765599565924	0.04503526858383071	0.06185567010309278	844902565	785107250	19360	1216136	8593483	464530	28.01	24.75	15257.2	16431.2	550.391	3602	86	63	33	0	0	0	0	0	0.0	231	238	0.0	0.0	23909	4223.55	443522	27.35	22.44	14252.6	15349.2	525.5	3567.28	0.0	440	3892	564.2869999999999	648.736	464530	28.01	24.75	15257.2	16431.2	550.391	179386	17.77	5.42	3772.62	4062.91	212.543	128302	39.19	24.52	5947.88	6405.54	152.017	30883	23.3	14.25	849.72	915.1	36.5912	43466	33.86	35.98	1735.63	1869.18	51.5	24817	28.36	24.59	830.36	894.25	29.404	9385	24.95	15.86	276.77	298.07	11.1197	6458	24.74	18.55	189.0	203.54	7.651660000000001	6503	28.83	22.33	221.4	238.43	7.70498	6117	27.52	27.87	199.04	214.35	7.24763	8205	32.81	40.88	314.42	338.62	9.72156	0	1.42526	0.7000844301703766	14336.84	0.7080291970802919	4.1538940968114675	b_g	g	1.0	fresh	1.0	1.0	0	0	0	1	527354	624.1595443611892
fish_115	70651	34954	5643	20791	Gasterosteus aculeatus	1	1	1	guarders	nesters	Gasterosteus_aculeatus	3.2	2.65	2.05	0.25	1.9	12.74	8.149999999999999	Three-spined_stickleback	Gasterosteidae	0.392638036809816	0.3251533742331289	0.030674846625766878	0.2515337423312884	461533448	446627861	83204	18115788	32632948	253188	32.97	50.03	17666.4	18256.0	549.215	3576	70	70	52	0	0	0	0	0	0.0	234	239	0.0	0.0	20879	6671.61	236110	29.08	29.43	14691.5	15181.9	512.169	5061.22	0.0	443	3930	374.87199999999996	414.897	253188	32.97	50.03	17666.4	18256.0	549.215	45160	16.22	3.54	1587.4	1640.38	97.961	121092	33.84	25.8	8876.78	9173.03	262.672	24961	23.61	16.04	1274.86	1317.41	54.1453	12287	26.44	35.56	702.27	725.7	26.6529	6844	22.93	20.3	339.61	350.94	14.845999999999998	4918	29.05	28.18	309.2	319.52	10.6681	3987	28.57	32.51	246.19	254.4	8.648589999999999	5201	36.13	56.5	401.6	415.01	11.282	4796	37.0	58.8	378.01	390.63	10.4035	6864	49.75	78.71	716.75	740.67	14.8894	0	1.46915	-0.5788319064573887	14832.670000000004	0.6397174254317111	4.1670661394570825	b_g	g	1.0	nan	nan	nan	0	0	0	0	132039	286.08760767431966
fish_116	142254	34825	11865	31107	Pseudopleuronectes yokohamae	0	0	1	nonguarders	nan	Pseudopleuronectes_yokohamae	3.29	1.0	0.59	0.25	1.49	12.07	5.13	Marbled_flounder	Pleuronectidae	0.6413255360623782	0.19493177387914232	0.04873294346978558	0.11500974658869395	547831023	547831023	1994	1994	68839	245962	25.94	17.84	11532.3	11532.3	449.656	1273	58	1204	1221	0	0	0	0	0	0.0	125	197	0.0	0.0	20895	2746.66	229480	24.66	15.08	10253.1	10253.1	419.525	2225.2	0.0	346	1994	270.329	239.325	245962	25.94	17.84	11532.3	11532.3	449.656	13804	15.47	2.35	389.91	389.91	25.2358	132712	24.13	12.23	5844.29	5844.29	242.618	27899	23.27	12.83	1184.1	1184.1	51.0037	15652	27.79	22.27	792.34	792.34	28.6143	7400	24.97	15.85	336.23	336.23	13.5283	7813	27.33	17.49	389.1	389.1	14.2834	4165	25.76	14.63	195.51	195.51	7.614260000000001	7198	30.62	21.43	400.7	400.7	13.159	5362	30.82	19.08	300.63	300.63	9.80256	7475	35.81	29.8	485.32	485.32	13.6654	0	1.0253100000000002	-0.2909438800495135	10318.13	0.4250207125103562	4.010855193132862	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	220051	401.6767776219931
fish_117	35190	21015	3203	9579	Tetraodon nigroviridis	1	1	0	guarders	clutch tenders	Tetraodon_nigroviridis	1.6	1.87	0.63	0.12	2.44	6.73	4.220000000000001	Green_spotted_puffer	Tetraodontidae	0.3791469194312796	0.443127962085308	0.028436018957345967	0.14928909952606634	358618246	302314788	30260	13390619	107808587	241086	38.87	58.76	25399.5	30129.9	673.425	3456	44	143	99	0	0	0	0	0	0.0	212	227	0.0	0.0	21907	10377.6	227056	36.14	48.71	22399.9	26571.7	634.235	7550.62	0.0	0	0	0.0	0.0	241086	38.87	58.76	25399.5	30129.9	673.425	44455	17.81	11.29	2208.34	2619.62	124.176	93789	35.92	25.19	9390.49	11139.4	261.98	22316	29.6	32.21	1838.12	2180.46	62.3352	16141	40.38	66.57	1801.52	2137.04	45.0866	7112	30.0	43.33	592.09	702.36	19.8659	9089	45.26	87.5	1130.86	1341.48	25.3883	3699	37.2	61.11	378.5	448.99	10.3324	4919	45.61	80.25	617.21	732.15	13.7402	4940	46.82	74.62	631.66	749.3	13.7989	20596	73.5	92.47	4069.99	4827.99	57.5307	0	2.23999	-0.9221562048649375	22658.78	0.6270430906389303	4.350246079515184	b_g	g	1.0	fresh	1.0	1.0	0	0	0	1	68987	192.368906962977
fish_118	226477	72923	10333	47002	Thunnus orientalis	0	1	1	nan	nan	Thunnus_orientalis	6.13	3.05	1.07	0.2	1.9	25.03	10.45	Pacific_bluefin_tuna	Scombridae	0.5866028708133971	0.291866028708134	0.019138755980861247	0.10239234449760767	684497465	684494649	8173	8235	79059	362604	28.15	20.68	14771.0	14771.0	530.123	1970	77	1009	719	0	0	0	0	0	0.0	134	197	0.0	0.0	29187	3699.14	345568	27.46	18.54	13756.6	13756.7	505.216	3176.24	0.0	363	2518	384.962	368.418	362604	28.15	20.68	14771.0	14771.0	530.123	56053	16.2	3.76	1326.89	1326.89	81.9488	171082	30.82	16.86	7696.72	7696.75	250.12	39625	26.05	15.05	1504.63	1504.64	57.9313	25535	26.99	18.94	1004.1	1004.1	37.3319	14295	27.88	22.84	579.29	579.29	20.8991	10830	28.69	24.22	452.7	452.71	15.8333	5900	25.56	17.74	219.84	219.84	8.62573	7377	28.16	22.27	302.88	302.88	10.7851	6488	30.72	31.6	288.44	288.44	9.485380000000001	8383	38.17	42.67	461.15	461.15	12.2558	0	1.37566	0.16497428756488763	13836.640000000001	0.4174990011985617	4.138511109502875	nan	nan	nan	salt	0.0	nan	0	0	0	0	356735	521.1633617956496
fish_119	39919	31825	6416	18375	Takifugu flavidus	0	0	1	nan	nan	Takifugu_flavidus	2.04	3.0	1.23	0.23	1.66	7.7	6.5	Yellowbelly_pufferfish	Tetraodontidae	0.31384615384615383	0.46153846153846156	0.03538461538461539	0.18923076923076923	378032400	314450218	1119	315240	2804903	178900	46.53	77.92	21153.4	25430.7	473.28	2804	54	308	586	0	0	0	0	0	0.0	206	222	0.0	0.0	19941	7036.55	162174	39.75	60.37	16608.7	19966.9	429.032	4370.75	0.0	403	3354	282.35	332.925	178900	46.53	77.92	21153.4	25430.7	473.28	27483	16.07	3.57	1168.54	1404.82	72.7063	71985	36.82	28.25	7005.81	8422.4	190.437	14723	40.01	82.94	1554.66	1869.02	38.9497	16842	53.37	73.85	2339.24	2812.23	44.5556	7892	50.12	59.22	1035.29	1244.63	20.8783	7960	55.23	89.33	1152.12	1385.08	21.0582	2411	41.95	74.3	262.91	316.08	6.37831	3406	57.41	93.97	507.48	610.09	9.010580000000001	3548	63.86	123.77	578.13	695.03	9.386239999999999	5924	85.6	138.51	1281.74	1540.91	15.672	0	1.66087	-0.8573907409519763	16885.92	0.8441558441558441	4.220335640583756	nan	nan	nan	salt	0.0	nan	0	0	0	0	96535	255.36170973704898
fish_12	151117	27679	6978	38019	Brosme brosme	0	0	1	nonguarders	open water/substratum egg scatterers	Brosme_brosme	5.11	1.55	1.7	0.2	4.8	16.54	8.559999999999999	Cusk	Lotidae	0.59696261682243	0.18107476635514022	0.023364485981308417	0.19859813084112152	412731310	412102251	3682	4650	53421	409651	54.8	67.49	51729.2	51808.2	994.299	1712	36	907	1079	1383277	64063	229882	130117	1	32.9685	167	215	26.78	3.35664	25706	10377.1	361482	48.15	52.78	40650.1	40712.1	877.383	5924.58	0.557828	391	2776	372.35900000000004	281.336	301729	55.91	64.13	39131.6	46461.4	732.352	13043	17.4	9.52	549.93	550.77	31.6578	217045	53.48	51.07	28119.5	28162.4	526.808	30653	32.08	44.42	2377.42	2381.05	74.4005	32292	42.92	50.56	3345.4	3350.5	78.3786	9883	36.15	53.15	857.86	859.17	23.9879	14753	36.75	41.5	1309.26	1311.26	35.8083	6861	43.91	64.28	721.94	723.05	16.6529	13938	48.76	54.29	1634.33	1636.83	33.8301	7471	47.37	65.66	841.73	843.01	18.1335	15543	62.17	83.35	2277.68	2281.15	37.7257	510021352	4.06501	-0.7416354521341331	42035.05000000001	0.5175332527206771	4.609061618303882	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	223793	542.2244316768699
fish_120	350316	71323	30853	48334	Anguilla anguilla	1	1	1	nonguarders	open water/substratum egg scatterers	Anguilla_anguilla	5.64	1.43	0.75	0.41	1.71	15.12	8.229999999999999	European_eel	Anguillidae	0.6852976913730255	0.17375455650060756	0.04981773997569867	0.09113001215066831	1018701900	884507431	1757	59657	2047057	620971	27.77	31.78	16629.5	19152.5	609.991	2320	173	545	833	0	0	0	0	0	0.0	190	224	0.0	0.0	24686	4385.78	560325	23.11	16.69	12608.5	14521.5	550.4169999999999	2596.41	0.0	393	3049	606.5830000000001	536.961	620971	27.77	31.78	16629.5	19152.5	609.991	112093	16.2	3.77	1782.54	2052.98	110.111	238701	23.01	12.2	5389.97	6207.72	234.48	54896	23.36	11.81	1256.01	1446.57	53.9253	54255	24.72	16.0	1313.69	1513.0	53.2957	27718	24.19	18.17	655.36	754.79	27.2279	19828	28.5	23.59	553.12	637.03	19.4774	12135	26.54	22.7	314.76	362.51	11.9204	15342	31.23	27.44	466.99	537.84	15.0707	8760	32.31	31.93	275.37	317.14	8.60511	16597	42.19	46.86	672.26	774.26	16.3035	0	1.26085	1.279877634604582	12680.070000000003	0.5443121693121693	4.100663422776772	ng	ng	0.0	nan	nan	nan	0	0	0	0	500826	491.6315558064631
fish_121	445395	75654	31239	65665	Anguilla japonica	1	1	0	nonguarders	open water/substratum egg scatterers	Anguilla_japonica	6.5	1.41	0.94	0.41	2.16	16.2	9.26	Japanese_eel	Anguillidae	0.7019438444924406	0.15226781857451405	0.04427645788336933	0.10151187904967603	1151137423	1024041585	2179	52849	1141856	795274	29.77	36.68	20107.6	22603.2	690.942	2895	258	375	428	0	0	0	0	0	0.0	213	238	0.0	0.0	30564	6394.16	716902	24.56	21.14	15125.2	17002.4	622.851	4123.71	0.0	433	3581	631.389	560.323	795274	29.77	36.68	20107.6	22603.2	690.942	109745	16.54	4.57	1576.76	1772.46	95.3475	337364	23.48	14.35	6880.74	7734.73	293.105	61209	24.49	15.73	1299.23	1460.47	53.178999999999995	71446	26.16	22.05	1619.82	1820.86	62.073	34382	26.4	26.53	783.13	880.33	29.8714	29005	31.64	31.61	793.33	891.79	25.1998	14445	27.57	24.97	344.43	387.18	12.55	22519	32.61	32.81	631.73	710.13	19.5647	11635	34.94	38.82	348.35	391.58	10.1086	25152	45.19	53.47	962.66	1082.14	21.8523	0	1.51252	1.7216814899593214	15240.179999999998	0.571604938271605	4.179701126023489	ng	ng	0.0	fresh	1.0	nan	0	0	1	0	617953	536.8194862343555
fish_122	255832	129822	34585	26098	Astatotilapia burtoni	1	0	0	bearers	external brooders	Astatotilapia_burtoni	7.36	3.92	0.78	0.66	1.28	18.35	12.72	Astatotilapia_burtoni	Cichlidae	0.5786163522012578	0.3081761006289308	0.05188679245283019	0.06132075471698113	831411547	698949643	21886	1194190	7036168	259023	27.93	25.21	8602.74	10233.1	311.7	3593	95	69	36	0	0	0	0	0	0.0	225	238	0.0	0.0	23578	2502.56	240867	26.98	21.73	7747.53	9215.8	289.85200000000003	1912.63	0.0	438	3875	531.852	611.802	259023	27.93	25.21	8602.74	10233.1	311.7	49811	17.07	5.11	1022.8	1216.64	59.941	82747	32.62	19.47	3244.5	3859.38	99.5752	27949	25.08	16.62	840.86	1000.22	33.633	29121	30.18	32.27	1053.97	1253.72	35.0433	18266	25.52	20.86	560.0	666.13	21.9807	8045	25.1	22.0	242.35	288.28	9.68111	5590	23.66	13.62	158.75	188.83	6.726839999999999	6367	27.5	27.69	208.18	247.63	7.66185	5762	27.23	26.68	188.28	223.96	6.93381	7209	32.77	42.2	281.91	335.34	8.675089999999999	0	0.774753	0.6550785010205352	7801.6	0.6931880108991826	3.8891632665904727	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	446337	536.8424357474073
fish_123	772618	49233	9187	40616	Astyanax mexicanus	1	0	0	nonguarders	brood hiders	Astyanax_mexicanus	14.21	0.89	0.64	0.1	2.61	31.31	15.840000000000002	Blind_cave_fish	Characidae	0.8970959595959596	0.05618686868686868	0.006313131313131313	0.0404040404040404	1191242572	964234932	13755	1775308	9823298	752217	32.07	40.46	19822.4	24489.2	631.5840000000001	3489	92	92	117	0	0	0	0	0	0.0	207	234	0.0	0.0	25915	6470.05	672579	28.37	26.34	15834.8	19562.8	564.7180000000001	4096.2	0.0	427	3529	747.6089999999999	749.451	752217	32.07	40.46	19822.4	24489.2	631.5840000000001	108784	17.0	5.21	1552.06	1917.45	91.3384	290994	30.1	18.4	7348.26	9078.24	244.327	53497	28.52	28.31	1276.97	1577.61	44.9177	73173	32.47	34.07	1983.03	2449.89	61.4383	37802	27.27	29.66	862.13	1065.1	31.7397	18643	25.82	26.74	403.3	498.25	15.6532	12645	25.67	24.67	272.02	336.06	10.6171	23465	30.14	32.11	590.77	729.86	19.7019	20624	31.03	34.94	532.65	658.05	17.3165	32952	42.22	57.96	1142.98	1412.07	27.6675	0	1.58348	1.8554719492439973	15964.169999999998	0.5059086553816673	4.19961258242565	ng	ng	0.0	fresh	1.0	nan	0	0	1	0	871654	731.7183086703856
fish_124	399871	106691	9153	83277	Boleophthalmus pectinirostris	1	1	1	nan	nan	Boleophthalmus_pectinirostris	11.32	3.28	2.86	0.15	3.55	42.16	17.61	Great_blue_spotted_mudskipper	Gobiidae	0.6428165814877911	0.18625780806360023	0.008517887563884156	0.16240772288472458	955735039	889887957	20438	2375582	17765049	661679	70.93	184.9	45968.6	49370.1	692.8580000000001	3324	96	202	172	0	0	0	0	0	0.0	226	239	0.0	0.0	24504	23243.8	529280	58.34	158.5	30531.6	32790.8	554.22	12584.1	0.0	439	3840	523.308	611.999	661679	70.93	184.9	45968.6	49370.1	692.8580000000001	83042	17.46	7.42	1517.16	1629.43	86.955	104208	45.12	134.78	4918.56	5282.51	109.118	79841	56.22	154.18	4687.25	5034.08	83.6031	45967	29.9	68.11	1430.45	1536.3	48.133	28861	33.36	89.53	999.13	1073.06	30.2209	27360	52.11	162.79	1459.63	1567.64	28.6492	19054	54.93	192.3	1076.53	1156.19	19.9518	22760	59.76	169.9	1394.44	1497.62	23.8325	23348	70.05	223.35	1677.86	1802.02	24.4482	94839	131.1	231.57	12148.7	13047.7	99.3079	0	3.05316	1.0698206852362016	31309.710000000003	0.4176944971537002	4.484749563976469	nan	nan	nan	nan	nan	nan	0	0	0	0	598992	626.734372558669
fish_125	373461	165702	43791	38586	Cyprinodon variegatus	1	1	1	nonguarders	open water/substratum egg scatterers	Cyprinodon_variegatus	8.53	4.73	1.2	0.72	1.04	28.75	15.18	Sheepshead_minnow	Cyprinodontidae	0.5619235836627141	0.3115942028985508	0.04743083003952569	0.07905138339920949	1035167975	899512756	18329	835301	4516015	328813	32.02	52.98	9984.9	11490.7	317.694	3499	90	123	76	0	0	0	0	0	0.0	220	235	0.0	0.0	23365	4217.4	295742	27.01	34.6	7632.66	8783.73	285.741	2435.33	0.0	434	3746	708.3969999999999	866.9019999999999	328813	32.02	52.98	9984.9	11490.7	317.694	129679	16.85	4.87	2111.13	2429.51	125.294	57971	33.61	33.39	1881.05	2164.74	56.0106	21557	25.8	34.73	536.67	617.6	20.828000000000003	36532	45.67	53.74	1604.92	1846.95	35.2966	16359	28.84	32.13	454.36	522.89	15.8058	7165	27.93	51.94	192.3	221.3	6.92271	5323	24.72	16.28	127.0	146.15	5.143	5527	30.46	43.72	162.1	186.55	5.3401	6218	30.28	33.13	180.09	207.25	6.0077300000000005	9411	49.81	83.72	435.4	501.06	9.09275	0	0.763266	1.3348083303331009	7685.02	0.528	3.8826759169849523	ng	ng	0.0	nan	nan	nan	0	0	0	0	621540	600.424293458267
fish_126	412648	170212	45821	44409	Cyprinodon nevadensis	1	0	0	nonguarders	open water/substratum egg scatterers	Cyprinodon_nevadensis	7.49	3.71	0.83	0.65	0.73	26.27	12.68	Amargosa_pupfish	Cyprinodontidae	0.5906940063091483	0.29258675078864355	0.051261829652996846	0.06545741324921135	1011849000	832556414	1186	83166	750149	185769	33.23	36.44	5993.56	7284.28	183.748	2582	35	528	588	0	0	0	0	0	0.0	182	225	0.0	0.0	22677	2347.62	150758	26.68	24.37	3935.73	4783.3	149.118	1432.47	0.0	410	3373	689.863	794.118	185769	33.23	36.44	5993.56	7284.28	183.748	25242	15.2	3.46	379.14	460.78	24.9674	30065	22.08	11.31	655.87	797.11	29.7379	17494	24.35	24.32	420.24	510.74	17.3037	36145	36.47	31.51	1298.9	1578.63	35.7517	14203	25.56	21.06	357.59	434.6	14.0485	5075	26.43	20.39	132.4	160.91	5.01978	3978	24.69	19.75	96.86	117.72	3.9347199999999996	4790	28.47	18.94	134.56	163.54	4.7378800000000005	5317	29.51	26.83	154.27	187.49	5.25915	8449	40.53	41.29	333.16	404.91	8.35707	0	0.393573	1.2570164145045903	3962.9900000000002	0.4826798629615531	3.5950252971952397	ng	ng	0.0	fresh	1.0	nan	0	0	1	0	673090	665.2079509887345
fish_127	152514	52717	13100	18240	Dicentrarchus labrax	1	1	1	nonguarders	open water/substratum egg scatterers	Dicentrarchus_labrax	4.09	2.64	0.71	0.28	2.55	19.39	7.720000000000001	European_seabass	Moronidae	0.5297927461139895	0.34196891191709844	0.03626943005181347	0.09196891191709844	675917103	668253874	53279	26439989	96939502	385483	40.81	70.36	22462.1	22719.7	571.086	3558	113	83	57	0	0	0	0	0	0.0	229	236	0.0	0.0	24637	10805.0	362075	37.5	53.69	19635.7	19860.9	536.4069999999999	9109.84	0.0	434	3892	514.821	536.854	385483	40.81	70.36	22462.1	22719.7	571.086	47724	16.28	3.93	1149.5	1162.68	70.7022	178998	43.83	37.77	11599.6	11732.6	265.182	40314	29.66	38.78	1763.6	1783.82	59.7244	30813	35.95	51.58	1629.36	1648.05	45.6489	18302	28.08	41.24	756.75	765.42	27.1141	11133	30.38	43.75	497.64	503.34	16.4933	7213	31.91	53.49	338.07	341.95	10.6859	8829	41.44	72.88	536.23	542.38	13.08	7502	46.23	130.94	503.5	509.27	11.1141	11247	76.32	175.26	1197.5	1211.23	16.6622	0	1.9635700000000003	0.13635026792070726	19971.75	0.39814337287261475	4.293046388199687	ng	ng	0.0	nan	nan	nan	0	0	0	0	236571	350.0000206386256
fish_128	146639	51873	20043	23275	Larimichthys crocea	0	1	1	nan	nan	Larimichthys_crocea	3.52	1.78	0.82	0.44	2.23	14.35	6.5600000000000005	Croceine_croaker	Sciaenidae	0.5365853658536585	0.2713414634146341	0.06707317073170731	0.12499999999999999	648407083	618930025	25711	495736	3825275	385355	41.05	120.55	23614.4	24739.1	594.684	3567	129	102	29	0	0	0	0	0	0.0	236	242	0.0	0.0	23145	8180.8	361215	36.68	102.16	19879.9	20826.7	557.431	6302.46	0.0	446	4016	472.00300000000004	548.0790000000001	385355	41.05	120.55	23614.4	24739.1	594.684	47476	17.35	6.21	1270.26	1330.76	73.2654	175523	30.9	26.06	8360.37	8758.54	270.869	43459	37.6	99.75	2515.18	2634.97	67.0664	31105	47.19	122.64	2259.02	2366.61	48.0015	17116	38.39	97.93	1009.04	1057.1	26.4136	11327	34.76	78.62	600.28	628.87	17.4799	6799	32.24	75.12	335.31	351.28	10.4923	8117	42.18	105.36	521.96	546.82	12.5262	7363	49.48	164.01	553.96	580.34	11.3627	12930	148.89	392.93	2653.89	2780.28	19.9537	0	1.9879900000000001	0.04457705918058708	20079.27	0.4571428571428572	4.298414195475911	nan	nan	nan	salt	0.0	nan	0	0	0	0	241830	372.96014547083536
